Estimator,relationship,Relatedness_Value,,,,
LRM,Full-Sibs,0.5021,0.5,,,
LRM,Full-Sibs,0.2653,0.5,,,
LRM,Full-Sibs,0.3006,0.5,,,
LRM,Full-Sibs,0.4057,0.5,,,
LRM,Full-Sibs,0.5942,0.5,,,
LRM,Full-Sibs,0.3999,0.5,,,
LRM,Full-Sibs,0.2831,0.5,,,
LRM,Full-Sibs,0.5125,0.5,,,
LRM,Full-Sibs,0.5392,0.5,,,
LRM,Full-Sibs,0.5635,0.5,,,
LRM,Full-Sibs,0.4387,0.5,,,
LRM,Full-Sibs,0.2999,0.5,,,
LRM,Full-Sibs,0.5182,0.5,,,
LRM,Full-Sibs,0.7141,0.5,,,
LRM,Full-Sibs,0.5383,0.5,,,
LRM,Full-Sibs,0.2739,0.5,,,
LRM,Full-Sibs,-0.0178,0.5,,,
LRM,Full-Sibs,0.5719,0.5,,,
LRM,Full-Sibs,0.4868,0.5,,,
LRM,Full-Sibs,0.6338,0.5,,,
LRM,Full-Sibs,0.474,0.5,,,
LRM,Full-Sibs,0.4218,0.5,,,
LRM,Full-Sibs,0.3312,0.5,,,
LRM,Full-Sibs,0.6055,0.5,,,
LRM,Full-Sibs,0.6045,0.5,,,
LRM,Full-Sibs,0.3482,0.5,,,
LRM,Full-Sibs,0.7104,0.5,,,
LRM,Full-Sibs,0.438,0.5,,,
LRM,Full-Sibs,0.5922,0.5,,,
LRM,Full-Sibs,0.7371,0.5,,,
LRM,Full-Sibs,0.4847,0.5,,,
LRM,Full-Sibs,0.5256,0.5,,,
LRM,Full-Sibs,0.3757,0.5,,,
LRM,Full-Sibs,0.3932,0.5,,,
LRM,Full-Sibs,0.5129,0.5,,,
LRM,Full-Sibs,0.6703,0.5,,,
LRM,Full-Sibs,0.5297,0.5,,,
LRM,Full-Sibs,0.125,0.5,,,
LRM,Full-Sibs,0.5505,0.5,,,
LRM,Full-Sibs,0.5542,0.5,,,
LRM,Full-Sibs,0.5346,0.5,,,
LRM,Full-Sibs,0.5347,0.5,,,
LRM,Full-Sibs,0.0896,0.5,,,
LRM,Full-Sibs,0.5935,0.5,,,
LRM,Full-Sibs,0.6094,0.5,,,
LRM,Full-Sibs,0.574,0.5,,,
LRM,Full-Sibs,0.4252,0.5,,,
LRM,Full-Sibs,0.5721,0.5,,,
LRM,Full-Sibs,0.5834,0.5,,,
LRM,Full-Sibs,0.6229,0.5,,,
LRM,Full-Sibs,0.4377,0.5,,,
LRM,Full-Sibs,0.6329,0.5,,,
LRM,Full-Sibs,0.6908,0.5,,,
LRM,Full-Sibs,0.4323,0.5,,,
LRM,Full-Sibs,0.7034,0.5,,,
LRM,Full-Sibs,0.3581,0.5,,,
LRM,Full-Sibs,0.5645,0.5,,,
LRM,Full-Sibs,0.452,0.5,,,
LRM,Full-Sibs,0.4723,0.5,,,
LRM,Full-Sibs,0.2314,0.5,,,
LRM,Full-Sibs,0.5952,0.5,,,
LRM,Full-Sibs,0.4648,0.5,,,
LRM,Full-Sibs,0.7657,0.5,,,
LRM,Full-Sibs,0.5955,0.5,,,
LRM,Full-Sibs,0.3076,0.5,,,
LRM,Full-Sibs,0.4535,0.5,,,
LRM,Full-Sibs,0.2768,0.5,,,
LRM,Full-Sibs,0.5094,0.5,,,
LRM,Full-Sibs,0.4533,0.5,,,
LRM,Full-Sibs,0.4595,0.5,,,
LRM,Full-Sibs,0.389,0.5,,,
LRM,Full-Sibs,0.3604,0.5,,,
LRM,Full-Sibs,0.7809,0.5,,,
LRM,Full-Sibs,0.6065,0.5,,,
LRM,Full-Sibs,0.7006,0.5,,,
LRM,Full-Sibs,0.3629,0.5,,,
LRM,Full-Sibs,0.4155,0.5,,,
LRM,Full-Sibs,0.647,0.5,,,
LRM,Full-Sibs,0.8111,0.5,,,
LRM,Full-Sibs,0.2389,0.5,,,
LRM,Full-Sibs,0.4512,0.5,,,
LRM,Full-Sibs,0.6852,0.5,,,
LRM,Full-Sibs,0.4825,0.5,,,
LRM,Full-Sibs,0.5784,0.5,,,
LRM,Full-Sibs,0.6834,0.5,,,
LRM,Full-Sibs,0.3956,0.5,,,
LRM,Full-Sibs,0.6564,0.5,,,
LRM,Full-Sibs,0.5667,0.5,,,
LRM,Full-Sibs,0.6992,0.5,,,
LRM,Full-Sibs,0.5173,0.5,,,
LRM,Full-Sibs,0.4546,0.5,,,
LRM,Full-Sibs,0.4144,0.5,,,
LRM,Full-Sibs,0.4256,0.5,,,
LRM,Full-Sibs,0.4475,0.5,,,
LRM,Full-Sibs,0.4264,0.5,,,
LRM,Full-Sibs,0.3321,0.5,,,
LRM,Full-Sibs,0.2814,0.5,,,
LRM,Full-Sibs,0.3848,0.5,,,
LRM,Full-Sibs,0.3781,0.5,,,
LRM,Full-Sibs,0.5159,0.5,,,
LRM,Full-Sibs,0.557,0.5,,,
LRM,Full-Sibs,0.3016,0.5,,,
LRM,Full-Sibs,0.7835,0.5,,,
LRM,Full-Sibs,0.4109,0.5,,,
LRM,Full-Sibs,0.4718,0.5,,,
LRM,Full-Sibs,0.6915,0.5,,,
LRM,Full-Sibs,0.3649,0.5,,,
LRM,Full-Sibs,0.3242,0.5,,,
LRM,Full-Sibs,0.294,0.5,,,
LRM,Full-Sibs,0.6692,0.5,,,
LRM,Full-Sibs,0.4221,0.5,,,
LRM,Full-Sibs,0.3544,0.5,,,
LRM,Full-Sibs,0.4555,0.5,,,
LRM,Full-Sibs,0.4871,0.5,,,
LRM,Full-Sibs,0.6531,0.5,,,
LRM,Full-Sibs,0.4121,0.5,,,
LRM,Full-Sibs,0.4434,0.5,,,
LRM,Full-Sibs,0.5162,0.5,,,
LRM,Full-Sibs,0.4507,0.5,,,
LRM,Full-Sibs,0.5841,0.5,,,
LRM,Full-Sibs,0.4339,0.5,,,
LRM,Full-Sibs,0.5377,0.5,,,
LRM,Full-Sibs,0.3987,0.5,,,
LRM,Full-Sibs,0.5653,0.5,,,
LRM,Full-Sibs,0.3508,0.5,,,
LRM,Full-Sibs,0.389,0.5,,,
LRM,Full-Sibs,0.7459,0.5,,,
LRM,Full-Sibs,0.483,0.5,,,
LRM,Full-Sibs,0.6501,0.5,,,
LRM,Full-Sibs,0.6505,0.5,,,
LRM,Full-Sibs,0.4893,0.5,,,
LRM,Full-Sibs,0.4942,0.5,,,
LRM,Full-Sibs,0.6124,0.5,,,
LRM,Full-Sibs,0.7259,0.5,,,
LRM,Full-Sibs,0.3609,0.5,,,
LRM,Full-Sibs,0.4383,0.5,,,
LRM,Full-Sibs,0.6695,0.5,,,
LRM,Full-Sibs,0.3662,0.5,,,
LRM,Full-Sibs,0.4695,0.5,,,
LRM,Full-Sibs,0.3381,0.5,,,
LRM,Full-Sibs,0.4324,0.5,,,
LRM,Full-Sibs,0.5108,0.5,,,
LRM,Full-Sibs,0.7154,0.5,,,
LRM,Full-Sibs,0.3755,0.5,,,
LRM,Full-Sibs,0.5145,0.5,,,
LRM,Full-Sibs,0.3513,0.5,,,
LRM,Full-Sibs,0.502,0.5,,,
LRM,Full-Sibs,0.5383,0.5,,,
LRM,Full-Sibs,0.8548,0.5,,,
LRM,Full-Sibs,0.5438,0.5,,,
LRM,Full-Sibs,0.4282,0.5,,,
LRM,Full-Sibs,0.2606,0.5,,,
LRM,Full-Sibs,0.7497,0.5,,,
LRM,Full-Sibs,0.2735,0.5,,,
LRM,Full-Sibs,0.4216,0.5,,,
LRM,Full-Sibs,0.5612,0.5,,,
LRM,Full-Sibs,0.405,0.5,,,
LRM,Full-Sibs,0.335,0.5,,,
LRM,Full-Sibs,0.5904,0.5,,,
LRM,Full-Sibs,0.5711,0.5,,,
LRM,Full-Sibs,0.4404,0.5,,,
LRM,Full-Sibs,0.5265,0.5,,,
LRM,Full-Sibs,0.5303,0.5,,,
LRM,Full-Sibs,0.6546,0.5,,,
LRM,Full-Sibs,0.274,0.5,,,
LRM,Full-Sibs,0.6039,0.5,,,
LRM,Full-Sibs,0.3831,0.5,,,
LRM,Full-Sibs,0.6232,0.5,,,
LRM,Full-Sibs,0.1628,0.5,,,
LRM,Full-Sibs,0.3532,0.5,,,
LRM,Full-Sibs,0.6771,0.5,,,
LRM,Full-Sibs,0.4973,0.5,,,
LRM,Full-Sibs,0.6878,0.5,,,
LRM,Full-Sibs,0.4708,0.5,,,
LRM,Full-Sibs,0.1624,0.5,,,
LRM,Full-Sibs,0.7363,0.5,,,
LRM,Full-Sibs,0.659,0.5,,,
LRM,Full-Sibs,0.5757,0.5,,,
LRM,Full-Sibs,0.3937,0.5,,,
LRM,Full-Sibs,0.2815,0.5,,,
LRM,Full-Sibs,0.3179,0.5,,,
LRM,Full-Sibs,0.3563,0.5,,,
LRM,Full-Sibs,0.5299,0.5,,,
LRM,Full-Sibs,0.6463,0.5,,,
LRM,Full-Sibs,0.6946,0.5,,,
LRM,Full-Sibs,0.5455,0.5,,,
LRM,Full-Sibs,0.5119,0.5,,,
LRM,Full-Sibs,0.4043,0.5,,,
LRM,Full-Sibs,0.5186,0.5,,,
LRM,Full-Sibs,0.7029,0.5,,,
LRM,Full-Sibs,0.6674,0.5,,,
LRM,Full-Sibs,0.5857,0.5,,,
LRM,Full-Sibs,0.7296,0.5,,,
LRM,Full-Sibs,0.4967,0.5,,,
LRM,Full-Sibs,0.4628,0.5,,,
LRM,Full-Sibs,0.7856,0.5,,,
LRM,Full-Sibs,0.7617,0.5,,,
LRM,Full-Sibs,0.3183,0.5,,,
LRM,Full-Sibs,0.3141,0.5,,,
LRM,Full-Sibs,0.5079,0.5,,,
LRM,Full-Sibs,0.5588,0.5,,,
LRM,Full-Sibs,0.5342,0.5,,,
LRM,Full-Sibs,0.5005,0.5,,,
LRM,Full-Sibs,0.604,0.5,,,
LRM,Full-Sibs,0.4574,0.5,,,
LRM,Full-Sibs,0.4613,0.5,,,
LRM,Full-Sibs,0.6464,0.5,,,
LRM,Full-Sibs,0.2914,0.5,,,
LRM,Full-Sibs,0.5867,0.5,,,
LRM,Full-Sibs,0.5375,0.5,,,
LRM,Full-Sibs,0.526,0.5,,,
LRM,Full-Sibs,0.5525,0.5,,,
LRM,Full-Sibs,0.3792,0.5,,,
LRM,Full-Sibs,0.5214,0.5,,,
LRM,Full-Sibs,0.436,0.5,,,
LRM,Full-Sibs,0.7526,0.5,,,
LRM,Full-Sibs,0.6132,0.5,,,
LRM,Full-Sibs,0.5587,0.5,,,
LRM,Full-Sibs,0.516,0.5,,,
LRM,Full-Sibs,0.1693,0.5,,,
LRM,Full-Sibs,0.6723,0.5,,,
LRM,Full-Sibs,0.5828,0.5,,,
LRM,Full-Sibs,0.4417,0.5,,,
LRM,Full-Sibs,0.5532,0.5,,,
LRM,Full-Sibs,0.5428,0.5,,,
LRM,Full-Sibs,0.7705,0.5,,,
LRM,Full-Sibs,0.3339,0.5,,,
LRM,Full-Sibs,0.3668,0.5,,,
LRM,Full-Sibs,0.608,0.5,,,
LRM,Full-Sibs,0.6133,0.5,,,
LRM,Full-Sibs,0.8003,0.5,,,
LRM,Full-Sibs,0.7535,0.5,,,
LRM,Full-Sibs,0.5097,0.5,,,
LRM,Full-Sibs,0.4796,0.5,,,
LRM,Full-Sibs,0.5394,0.5,,,
LRM,Full-Sibs,0.2661,0.5,,,
LRM,Full-Sibs,0.5554,0.5,,,
LRM,Full-Sibs,0.3947,0.5,,,
LRM,Full-Sibs,0.4582,0.5,,,
LRM,Full-Sibs,0.1324,0.5,,,
LRM,Full-Sibs,0.5855,0.5,,,
LRM,Full-Sibs,0.6535,0.5,,,
LRM,Full-Sibs,0.6741,0.5,,,
LRM,Full-Sibs,0.6077,0.5,,,
LRM,Full-Sibs,0.4914,0.5,,,
LRM,Full-Sibs,0.3988,0.5,,,
LRM,Full-Sibs,0.5072,0.5,,,
LRM,Full-Sibs,0.4946,0.5,,,
LRM,Full-Sibs,0.5416,0.5,,,
LRM,Full-Sibs,0.6244,0.5,,,
LRM,Full-Sibs,0.6742,0.5,,,
LRM,Full-Sibs,0.5579,0.5,,,
LRM,Full-Sibs,0.8676,0.5,,,
LRM,Full-Sibs,0.7096,0.5,,,
LRM,Full-Sibs,0.2771,0.5,,,
LRM,Full-Sibs,0.3717,0.5,,,
LRM,Full-Sibs,0.5899,0.5,,,
LRM,Full-Sibs,0.7767,0.5,,,
LRM,Full-Sibs,0.5758,0.5,,,
LRM,Full-Sibs,0.7032,0.5,,,
LRM,Full-Sibs,0.3912,0.5,,,
LRM,Full-Sibs,0.4952,0.5,,,
LRM,Full-Sibs,0.6064,0.5,,,
LRM,Full-Sibs,0.2908,0.5,,,
LRM,Full-Sibs,0.4248,0.5,,,
LRM,Full-Sibs,0.6937,0.5,,,
LRM,Full-Sibs,0.7151,0.5,,,
LRM,Full-Sibs,0.5928,0.5,,,
LRM,Full-Sibs,0.6789,0.5,,,
LRM,Full-Sibs,0.5459,0.5,,,
LRM,Full-Sibs,0.1205,0.5,,,
LRM,Full-Sibs,0.4212,0.5,,,
LRM,Full-Sibs,0.6539,0.5,,,
LRM,Full-Sibs,0.5153,0.5,,,
LRM,Full-Sibs,0.5432,0.5,,,
LRM,Full-Sibs,0.3859,0.5,,,
LRM,Full-Sibs,0.6375,0.5,,,
LRM,Full-Sibs,0.4477,0.5,,,
LRM,Full-Sibs,0.5744,0.5,,,
LRM,Full-Sibs,0.4918,0.5,,,
LRM,Full-Sibs,0.2974,0.5,,,
LRM,Full-Sibs,0.433,0.5,,,
LRM,Full-Sibs,0.505,0.5,,,
LRM,Full-Sibs,0.1813,0.5,,,
LRM,Full-Sibs,0.4804,0.5,,,
LRM,Full-Sibs,0.3178,0.5,,,
LRM,Full-Sibs,0.5538,0.5,,,
LRM,Full-Sibs,0.6107,0.5,,,
LRM,Full-Sibs,0.5058,0.5,,,
LRM,Full-Sibs,0.6979,0.5,,,
LRM,Full-Sibs,0.5041,0.5,,,
LRM,Full-Sibs,0.392,0.5,,,
LRM,Full-Sibs,0.5875,0.5,,,
LRM,Full-Sibs,0.189,0.5,,,
LRM,Full-Sibs,0.4449,0.5,,,
LRM,Full-Sibs,0.4832,0.5,,,
LRM,Full-Sibs,0.7952,0.5,,,
LRM,Full-Sibs,0.6578,0.5,,,
LRM,Full-Sibs,0.4168,0.5,,,
LRM,Full-Sibs,0.4441,0.5,,,
LRM,Full-Sibs,0.4774,0.5,,,
LRM,Full-Sibs,0.5454,0.5,,,
LRM,Full-Sibs,0.2702,0.5,,,
LRM,Full-Sibs,0.5377,0.5,,,
LRM,Full-Sibs,0.3988,0.5,,,
LRM,Full-Sibs,0.6072,0.5,,,
LRM,Full-Sibs,0.5855,0.5,,,
LRM,Full-Sibs,0.6014,0.5,,,
LRM,Full-Sibs,0.6827,0.5,,,
LRM,Full-Sibs,0.7759,0.5,,,
LRM,Full-Sibs,0.5868,0.5,,,
LRM,Full-Sibs,0.3359,0.5,,,
LRM,Full-Sibs,0.5255,0.5,,,
LRM,Full-Sibs,0.5469,0.5,,,
LRM,Full-Sibs,0.3646,0.5,,,
LRM,Full-Sibs,0.3277,0.5,,,
LRM,Full-Sibs,0.6574,0.5,,,
LRM,Full-Sibs,0.5304,0.5,,,
LRM,Full-Sibs,0.3837,0.5,,,
LRM,Full-Sibs,0.7166,0.5,,,
LRM,Full-Sibs,0.3319,0.5,,,
LRM,Full-Sibs,0.6937,0.5,,,
LRM,Full-Sibs,0.6493,0.5,,,
LRM,Full-Sibs,0.4608,0.5,,,
LRM,Full-Sibs,0.4949,0.5,,,
LRM,Full-Sibs,0.8703,0.5,,,
LRM,Full-Sibs,0.4796,0.5,,,
LRM,Full-Sibs,0.3795,0.5,,,
LRM,Full-Sibs,0.3626,0.5,,,
LRM,Full-Sibs,0.4216,0.5,,,
LRM,Full-Sibs,0.4164,0.5,,,
LRM,Full-Sibs,0.7867,0.5,,,
LRM,Full-Sibs,0.6174,0.5,,,
LRM,Full-Sibs,0.3322,0.5,,,
LRM,Full-Sibs,0.4726,0.5,,,
LRM,Full-Sibs,0.4656,0.5,,,
LRM,Full-Sibs,0.5109,0.5,,,
LRM,Full-Sibs,0.7244,0.5,,,
LRM,Full-Sibs,0.4083,0.5,,,
LRM,Full-Sibs,0.585,0.5,,,
LRM,Full-Sibs,0.425,0.5,,,
LRM,Full-Sibs,0.6455,0.5,,,
LRM,Full-Sibs,0.5904,0.5,,,
LRM,Full-Sibs,0.3186,0.5,,,
LRM,Full-Sibs,0.6837,0.5,,,
LRM,Full-Sibs,0.6766,0.5,,,
LRM,Full-Sibs,0.4129,0.5,,,
LRM,Full-Sibs,0.2303,0.5,,,
LRM,Full-Sibs,0.683,0.5,,,
LRM,Full-Sibs,0.7521,0.5,,,
LRM,Full-Sibs,0.5333,0.5,,,
LRM,Full-Sibs,0.4527,0.5,,,
LRM,Full-Sibs,0.5759,0.5,,,
LRM,Full-Sibs,0.3235,0.5,,,
LRM,Full-Sibs,0.3496,0.5,,,
LRM,Full-Sibs,0.6361,0.5,,,
LRM,Full-Sibs,0.3989,0.5,,,
LRM,Full-Sibs,0.3067,0.5,,,
LRM,Full-Sibs,0.5744,0.5,,,
LRM,Full-Sibs,0.4898,0.5,,,
LRM,Full-Sibs,0.2392,0.5,,,
LRM,Full-Sibs,0.408,0.5,,,
LRM,Full-Sibs,0.2392,0.5,,,
LRM,Full-Sibs,0.3081,0.5,,,
LRM,Full-Sibs,0.7036,0.5,,,
LRM,Full-Sibs,0.3096,0.5,,,
LRM,Full-Sibs,0.2725,0.5,,,
LRM,Full-Sibs,0.5375,0.5,,,
LRM,Full-Sibs,0.4302,0.5,,,
LRM,Full-Sibs,0.6714,0.5,,,
LRM,Full-Sibs,0.7885,0.5,,,
LRM,Full-Sibs,0.6919,0.5,,,
LRM,Full-Sibs,0.5765,0.5,,,
LRM,Full-Sibs,0.703,0.5,,,
LRM,Full-Sibs,0.5033,0.5,,,
LRM,Full-Sibs,0.5226,0.5,,,
LRM,Full-Sibs,0.5936,0.5,,,
LRM,Full-Sibs,0.5972,0.5,,,
LRM,Full-Sibs,0.5549,0.5,,,
LRM,Full-Sibs,0.5792,0.5,,,
LRM,Full-Sibs,0.3739,0.5,,,
LRM,Full-Sibs,0.5774,0.5,,,
LRM,Full-Sibs,0.5385,0.5,,,
LRM,Full-Sibs,0.7915,0.5,,,
LRM,Full-Sibs,0.7026,0.5,,,
LRM,Full-Sibs,0.3184,0.5,,,
LRM,Full-Sibs,0.2802,0.5,,,
LRM,Full-Sibs,0.423,0.5,,,
LRM,Full-Sibs,0.2615,0.5,,,
LRM,Full-Sibs,0.7758,0.5,,,
LRM,Full-Sibs,0.4549,0.5,,,
LRM,Full-Sibs,0.5465,0.5,,,
LRM,Full-Sibs,0.5626,0.5,,,
LRM,Full-Sibs,0.4958,0.5,,,
LRM,Full-Sibs,0.7087,0.5,,,
LRM,Full-Sibs,0.3768,0.5,,,
LRM,Full-Sibs,0.7769,0.5,,,
LRM,Full-Sibs,0.4795,0.5,,,
LRM,Full-Sibs,0.4189,0.5,,,
LRM,Full-Sibs,0.4774,0.5,,,
LRM,Full-Sibs,0.5749,0.5,,,
LRM,Full-Sibs,0.5246,0.5,,,
LRM,Full-Sibs,0.6102,0.5,,,
LRM,Full-Sibs,0.646,0.5,,,
LRM,Full-Sibs,0.6128,0.5,,,
LRM,Full-Sibs,0.6234,0.5,,,
LRM,Full-Sibs,0.7729,0.5,,,
LRM,Full-Sibs,0.5751,0.5,,,
LRM,Full-Sibs,0.6,0.5,,,
LRM,Full-Sibs,0.7739,0.5,,,
LRM,Full-Sibs,0.5979,0.5,,,
LRM,Full-Sibs,0.6392,0.5,,,
LRM,Full-Sibs,0.5532,0.5,,,
LRM,Full-Sibs,0.2121,0.5,,,
LRM,Full-Sibs,0.4336,0.5,,,
LRM,Full-Sibs,0.4818,0.5,,,
LRM,Full-Sibs,0.5549,0.5,,,
LRM,Full-Sibs,0.3816,0.5,,,
LRM,Full-Sibs,0.456,0.5,,,
LRM,Full-Sibs,0.5195,0.5,,,
LRM,Full-Sibs,0.6211,0.5,,,
LRM,Full-Sibs,0.3952,0.5,,,
LRM,Full-Sibs,0.5441,0.5,,,
LRM,Full-Sibs,0.5316,0.5,,,
LRM,Full-Sibs,0.4782,0.5,,,
LRM,Full-Sibs,0.6247,0.5,,,
LRM,Full-Sibs,0.6905,0.5,,,
LRM,Full-Sibs,0.5346,0.5,,,
LRM,Full-Sibs,0.5178,0.5,,,
LRM,Full-Sibs,0.4838,0.5,,,
LRM,Full-Sibs,0.4488,0.5,,,
LRM,Full-Sibs,0.6517,0.5,,,
LRM,Full-Sibs,0.3896,0.5,,,
LRM,Full-Sibs,0.7102,0.5,,,
LRM,Full-Sibs,0.3362,0.5,,,
LRM,Full-Sibs,0.6244,0.5,,,
LRM,Full-Sibs,0.5187,0.5,,,
LRM,Full-Sibs,0.6251,0.5,,,
LRM,Full-Sibs,0.1303,0.5,,,
LRM,Full-Sibs,0.7188,0.5,,,
LRM,Full-Sibs,0.5936,0.5,,,
LRM,Full-Sibs,0.4634,0.5,,,
LRM,Full-Sibs,0.3103,0.5,,,
LRM,Full-Sibs,0.4002,0.5,,,
LRM,Full-Sibs,0.5409,0.5,,,
LRM,Full-Sibs,0.5571,0.5,,,
LRM,Full-Sibs,0.6624,0.5,,,
LRM,Full-Sibs,0.4331,0.5,,,
LRM,Full-Sibs,0.4424,0.5,,,
LRM,Full-Sibs,0.5365,0.5,,,
LRM,Full-Sibs,0.7414,0.5,,,
LRM,Full-Sibs,0.3235,0.5,,,
LRM,Full-Sibs,0.4422,0.5,,,
LRM,Full-Sibs,0.5241,0.5,,,
LRM,Full-Sibs,0.462,0.5,,,
LRM,Full-Sibs,0.4091,0.5,,,
