Estimator,relationship,Relatedness_Value,,,
LRM,Half-Sibs,0.2051,0.25,,
LRM,Half-Sibs,-0.0379,0.25,,
LRM,Half-Sibs,0.1086,0.25,,
LRM,Half-Sibs,0.2739,0.25,,
LRM,Half-Sibs,0.2224,0.25,,
LRM,Half-Sibs,0.0585,0.25,,
LRM,Half-Sibs,0.3963,0.25,,
LRM,Half-Sibs,0.499,0.25,,
LRM,Half-Sibs,0.2859,0.25,,
LRM,Half-Sibs,0.1286,0.25,,
LRM,Half-Sibs,0.2861,0.25,,
LRM,Half-Sibs,0.1045,0.25,,
LRM,Half-Sibs,0.3455,0.25,,
LRM,Half-Sibs,0.2061,0.25,,
LRM,Half-Sibs,0.3686,0.25,,
LRM,Half-Sibs,0.3099,0.25,,
LRM,Half-Sibs,0.2545,0.25,,
LRM,Half-Sibs,0.4107,0.25,,
LRM,Half-Sibs,0.331,0.25,,
LRM,Half-Sibs,0.1852,0.25,,
LRM,Half-Sibs,0.2649,0.25,,
LRM,Half-Sibs,0.5372,0.25,,
LRM,Half-Sibs,0.3064,0.25,,
LRM,Half-Sibs,0.3561,0.25,,
LRM,Half-Sibs,0.2279,0.25,,
LRM,Half-Sibs,0.2124,0.25,,
LRM,Half-Sibs,0.5342,0.25,,
LRM,Half-Sibs,0.4906,0.25,,
LRM,Half-Sibs,0.2996,0.25,,
LRM,Half-Sibs,0.1516,0.25,,
LRM,Half-Sibs,0.0547,0.25,,
LRM,Half-Sibs,0.1139,0.25,,
LRM,Half-Sibs,0.1855,0.25,,
LRM,Half-Sibs,0.2249,0.25,,
LRM,Half-Sibs,0.3398,0.25,,
LRM,Half-Sibs,0.2685,0.25,,
LRM,Half-Sibs,0.3223,0.25,,
LRM,Half-Sibs,0.3455,0.25,,
LRM,Half-Sibs,0.2058,0.25,,
LRM,Half-Sibs,0.3766,0.25,,
LRM,Half-Sibs,0.3392,0.25,,
LRM,Half-Sibs,0.2412,0.25,,
LRM,Half-Sibs,0.5283,0.25,,
LRM,Half-Sibs,0.1037,0.25,,
LRM,Half-Sibs,0.3294,0.25,,
LRM,Half-Sibs,0.4201,0.25,,
LRM,Half-Sibs,0.1503,0.25,,
LRM,Half-Sibs,0.377,0.25,,
LRM,Half-Sibs,0.001,0.25,,
LRM,Half-Sibs,0.0472,0.25,,
LRM,Half-Sibs,0.2058,0.25,,
LRM,Half-Sibs,0.3057,0.25,,
LRM,Half-Sibs,-0.0024,0.25,,
LRM,Half-Sibs,0.248,0.25,,
LRM,Half-Sibs,0.5389,0.25,,
LRM,Half-Sibs,0.0939,0.25,,
LRM,Half-Sibs,0.4056,0.25,,
LRM,Half-Sibs,0.2767,0.25,,
LRM,Half-Sibs,0.2087,0.25,,
LRM,Half-Sibs,0.6543,0.25,,
LRM,Half-Sibs,0.2021,0.25,,
LRM,Half-Sibs,0.037,0.25,,
LRM,Half-Sibs,0.2681,0.25,,
LRM,Half-Sibs,0.179,0.25,,
LRM,Half-Sibs,0.5833,0.25,,
LRM,Half-Sibs,0.2391,0.25,,
LRM,Half-Sibs,0.3454,0.25,,
LRM,Half-Sibs,0.3256,0.25,,
LRM,Half-Sibs,0.4895,0.25,,
LRM,Half-Sibs,0.1896,0.25,,
LRM,Half-Sibs,0.0661,0.25,,
LRM,Half-Sibs,0.0125,0.25,,
LRM,Half-Sibs,0.2286,0.25,,
LRM,Half-Sibs,0.2587,0.25,,
LRM,Half-Sibs,0.032,0.25,,
LRM,Half-Sibs,0.4439,0.25,,
LRM,Half-Sibs,0.1776,0.25,,
LRM,Half-Sibs,0.1695,0.25,,
LRM,Half-Sibs,0.0249,0.25,,
LRM,Half-Sibs,0.1834,0.25,,
LRM,Half-Sibs,0.2218,0.25,,
LRM,Half-Sibs,0.0673,0.25,,
LRM,Half-Sibs,0.3389,0.25,,
LRM,Half-Sibs,0.611,0.25,,
LRM,Half-Sibs,0.2997,0.25,,
LRM,Half-Sibs,0.1465,0.25,,
LRM,Half-Sibs,0.1998,0.25,,
LRM,Half-Sibs,-1.00E-04,0.25,,
LRM,Half-Sibs,0.1754,0.25,,
LRM,Half-Sibs,0.2346,0.25,,
LRM,Half-Sibs,0.0723,0.25,,
LRM,Half-Sibs,0.3824,0.25,,
LRM,Half-Sibs,0.1449,0.25,,
LRM,Half-Sibs,0.17,0.25,,
LRM,Half-Sibs,0.2096,0.25,,
LRM,Half-Sibs,0.2608,0.25,,
LRM,Half-Sibs,0.4006,0.25,,
LRM,Half-Sibs,0.3361,0.25,,
LRM,Half-Sibs,0.1379,0.25,,
LRM,Half-Sibs,0.3113,0.25,,
LRM,Half-Sibs,0.2482,0.25,,
LRM,Half-Sibs,0.0968,0.25,,
LRM,Half-Sibs,0.2452,0.25,,
LRM,Half-Sibs,0.2848,0.25,,
LRM,Half-Sibs,0.5449,0.25,,
LRM,Half-Sibs,0.0673,0.25,,
LRM,Half-Sibs,0.1556,0.25,,
LRM,Half-Sibs,0.1171,0.25,,
LRM,Half-Sibs,0.3544,0.25,,
LRM,Half-Sibs,0.1179,0.25,,
LRM,Half-Sibs,0.1294,0.25,,
LRM,Half-Sibs,-0.0155,0.25,,
LRM,Half-Sibs,0.0306,0.25,,
LRM,Half-Sibs,0.4687,0.25,,
LRM,Half-Sibs,0.3583,0.25,,
LRM,Half-Sibs,0.3844,0.25,,
LRM,Half-Sibs,0.1278,0.25,,
LRM,Half-Sibs,0.416,0.25,,
LRM,Half-Sibs,0.1303,0.25,,
LRM,Half-Sibs,0.2671,0.25,,
LRM,Half-Sibs,0.1492,0.25,,
LRM,Half-Sibs,0.2056,0.25,,
LRM,Half-Sibs,0.4627,0.25,,
LRM,Half-Sibs,0.2974,0.25,,
LRM,Half-Sibs,0.2733,0.25,,
LRM,Half-Sibs,0.0622,0.25,,
LRM,Half-Sibs,-0.0971,0.25,,
LRM,Half-Sibs,-0.011,0.25,,
LRM,Half-Sibs,0.0994,0.25,,
LRM,Half-Sibs,-0.0166,0.25,,
LRM,Half-Sibs,0.3677,0.25,,
LRM,Half-Sibs,0.4084,0.25,,
LRM,Half-Sibs,0.498,0.25,,
LRM,Half-Sibs,0.0462,0.25,,
LRM,Half-Sibs,0.1718,0.25,,
LRM,Half-Sibs,0.3455,0.25,,
LRM,Half-Sibs,0.3083,0.25,,
LRM,Half-Sibs,0.1986,0.25,,
LRM,Half-Sibs,0.2042,0.25,,
LRM,Half-Sibs,0.1095,0.25,,
LRM,Half-Sibs,0.1912,0.25,,
LRM,Half-Sibs,0.3018,0.25,,
LRM,Half-Sibs,0.1703,0.25,,
LRM,Half-Sibs,0.2235,0.25,,
LRM,Half-Sibs,0.5127,0.25,,
LRM,Half-Sibs,0.5132,0.25,,
LRM,Half-Sibs,0.0572,0.25,,
LRM,Half-Sibs,-0.0015,0.25,,
LRM,Half-Sibs,0.2086,0.25,,
LRM,Half-Sibs,0.6578,0.25,,
LRM,Half-Sibs,0.1116,0.25,,
LRM,Half-Sibs,0.1161,0.25,,
LRM,Half-Sibs,0.186,0.25,,
LRM,Half-Sibs,0.5447,0.25,,
LRM,Half-Sibs,0.1949,0.25,,
LRM,Half-Sibs,0.3802,0.25,,
LRM,Half-Sibs,0.2849,0.25,,
LRM,Half-Sibs,0.0403,0.25,,
LRM,Half-Sibs,0.2059,0.25,,
LRM,Half-Sibs,0.4054,0.25,,
LRM,Half-Sibs,0.2198,0.25,,
LRM,Half-Sibs,0.2322,0.25,,
LRM,Half-Sibs,0.1896,0.25,,
LRM,Half-Sibs,0.2903,0.25,,
LRM,Half-Sibs,0.2237,0.25,,
LRM,Half-Sibs,0.4194,0.25,,
LRM,Half-Sibs,0.3155,0.25,,
LRM,Half-Sibs,0.3996,0.25,,
LRM,Half-Sibs,0.4968,0.25,,
LRM,Half-Sibs,0.1411,0.25,,
LRM,Half-Sibs,0.351,0.25,,
LRM,Half-Sibs,0.1193,0.25,,
LRM,Half-Sibs,0.259,0.25,,
LRM,Half-Sibs,0.3354,0.25,,
LRM,Half-Sibs,0.2732,0.25,,
LRM,Half-Sibs,0.2508,0.25,,
LRM,Half-Sibs,0.476,0.25,,
LRM,Half-Sibs,0.0653,0.25,,
LRM,Half-Sibs,0.0507,0.25,,
LRM,Half-Sibs,0.2811,0.25,,
LRM,Half-Sibs,0.3364,0.25,,
LRM,Half-Sibs,-0.0146,0.25,,
LRM,Half-Sibs,0.1654,0.25,,
LRM,Half-Sibs,0.2577,0.25,,
LRM,Half-Sibs,0.2068,0.25,,
LRM,Half-Sibs,0.2444,0.25,,
LRM,Half-Sibs,0.4591,0.25,,
LRM,Half-Sibs,-0.0989,0.25,,
LRM,Half-Sibs,0.1712,0.25,,
LRM,Half-Sibs,0.0657,0.25,,
LRM,Half-Sibs,0.4905,0.25,,
LRM,Half-Sibs,0.1372,0.25,,
LRM,Half-Sibs,0.3483,0.25,,
LRM,Half-Sibs,0.2854,0.25,,
LRM,Half-Sibs,0.1777,0.25,,
LRM,Half-Sibs,0.2839,0.25,,
LRM,Half-Sibs,0.3596,0.25,,
LRM,Half-Sibs,0.4675,0.25,,
LRM,Half-Sibs,0.115,0.25,,
LRM,Half-Sibs,0.1723,0.25,,
LRM,Half-Sibs,0.4202,0.25,,
LRM,Half-Sibs,0.2952,0.25,,
LRM,Half-Sibs,0.2829,0.25,,
LRM,Half-Sibs,0.2606,0.25,,
LRM,Half-Sibs,0.3364,0.25,,
LRM,Half-Sibs,0.2407,0.25,,
LRM,Half-Sibs,0.2919,0.25,,
LRM,Half-Sibs,0.2246,0.25,,
LRM,Half-Sibs,0.2215,0.25,,
LRM,Half-Sibs,0.2214,0.25,,
LRM,Half-Sibs,0.2635,0.25,,
LRM,Half-Sibs,0.3885,0.25,,
LRM,Half-Sibs,0.2196,0.25,,
LRM,Half-Sibs,0.2097,0.25,,
LRM,Half-Sibs,0.3411,0.25,,
LRM,Half-Sibs,0.3496,0.25,,
LRM,Half-Sibs,0.1664,0.25,,
LRM,Half-Sibs,0.2777,0.25,,
LRM,Half-Sibs,0.2904,0.25,,
LRM,Half-Sibs,-0.0463,0.25,,
LRM,Half-Sibs,0.2073,0.25,,
LRM,Half-Sibs,0.1715,0.25,,
LRM,Half-Sibs,0.2063,0.25,,
LRM,Half-Sibs,0.2556,0.25,,
LRM,Half-Sibs,0.1397,0.25,,
LRM,Half-Sibs,0.2141,0.25,,
LRM,Half-Sibs,0.1509,0.25,,
LRM,Half-Sibs,0.3539,0.25,,
LRM,Half-Sibs,0.3787,0.25,,
LRM,Half-Sibs,0.4295,0.25,,
LRM,Half-Sibs,0.5306,0.25,,
LRM,Half-Sibs,0.0972,0.25,,
LRM,Half-Sibs,0.3719,0.25,,
LRM,Half-Sibs,0.2522,0.25,,
LRM,Half-Sibs,0.0344,0.25,,
LRM,Half-Sibs,0.258,0.25,,
LRM,Half-Sibs,0.1338,0.25,,
LRM,Half-Sibs,0.0413,0.25,,
LRM,Half-Sibs,-0.0358,0.25,,
LRM,Half-Sibs,0.1667,0.25,,
LRM,Half-Sibs,0.0831,0.25,,
LRM,Half-Sibs,0.4943,0.25,,
LRM,Half-Sibs,-0.0724,0.25,,
LRM,Half-Sibs,0.2632,0.25,,
LRM,Half-Sibs,0.2455,0.25,,
LRM,Half-Sibs,0.1738,0.25,,
LRM,Half-Sibs,0.1855,0.25,,
LRM,Half-Sibs,0.4227,0.25,,
LRM,Half-Sibs,0.3804,0.25,,
LRM,Half-Sibs,0.3759,0.25,,
LRM,Half-Sibs,0.1698,0.25,,
LRM,Half-Sibs,0.3353,0.25,,
LRM,Half-Sibs,0.3163,0.25,,
LRM,Half-Sibs,0.0509,0.25,,
LRM,Half-Sibs,0.0263,0.25,,
LRM,Half-Sibs,0.0631,0.25,,
LRM,Half-Sibs,0.1474,0.25,,
LRM,Half-Sibs,0.1433,0.25,,
LRM,Half-Sibs,-0.0587,0.25,,
LRM,Half-Sibs,0.1428,0.25,,
LRM,Half-Sibs,0.2459,0.25,,
LRM,Half-Sibs,0.5803,0.25,,
LRM,Half-Sibs,0.3193,0.25,,
LRM,Half-Sibs,0.2633,0.25,,
LRM,Half-Sibs,0.4811,0.25,,
LRM,Half-Sibs,0.4007,0.25,,
LRM,Half-Sibs,0.3789,0.25,,
LRM,Half-Sibs,0.1232,0.25,,
LRM,Half-Sibs,0.1682,0.25,,
LRM,Half-Sibs,0.4485,0.25,,
LRM,Half-Sibs,0.1194,0.25,,
LRM,Half-Sibs,0.3784,0.25,,
LRM,Half-Sibs,-0.0011,0.25,,
LRM,Half-Sibs,0.2735,0.25,,
LRM,Half-Sibs,0.3133,0.25,,
LRM,Half-Sibs,0.082,0.25,,
LRM,Half-Sibs,0.3094,0.25,,
LRM,Half-Sibs,0.2067,0.25,,
LRM,Half-Sibs,0.233,0.25,,
LRM,Half-Sibs,0.2446,0.25,,
LRM,Half-Sibs,0.3466,0.25,,
LRM,Half-Sibs,0.2866,0.25,,
LRM,Half-Sibs,0.2921,0.25,,
LRM,Half-Sibs,0.2367,0.25,,
LRM,Half-Sibs,0.3483,0.25,,
LRM,Half-Sibs,0.1243,0.25,,
LRM,Half-Sibs,0.3629,0.25,,
LRM,Half-Sibs,0.1267,0.25,,
LRM,Half-Sibs,0.3058,0.25,,
LRM,Half-Sibs,-0.0124,0.25,,
LRM,Half-Sibs,0.2216,0.25,,
LRM,Half-Sibs,0.073,0.25,,
LRM,Half-Sibs,0.376,0.25,,
LRM,Half-Sibs,0.115,0.25,,
LRM,Half-Sibs,0.3414,0.25,,
LRM,Half-Sibs,0.3494,0.25,,
LRM,Half-Sibs,0.1104,0.25,,
LRM,Half-Sibs,0.3236,0.25,,
LRM,Half-Sibs,0.4738,0.25,,
LRM,Half-Sibs,0.251,0.25,,
LRM,Half-Sibs,0.2807,0.25,,
LRM,Half-Sibs,0.4035,0.25,,
LRM,Half-Sibs,0.3567,0.25,,
LRM,Half-Sibs,0.088,0.25,,
LRM,Half-Sibs,0.5311,0.25,,
LRM,Half-Sibs,0.2981,0.25,,
LRM,Half-Sibs,0.5691,0.25,,
LRM,Half-Sibs,0.1578,0.25,,
LRM,Half-Sibs,0.2621,0.25,,
LRM,Half-Sibs,0.3634,0.25,,
LRM,Half-Sibs,0.3589,0.25,,
LRM,Half-Sibs,0.1866,0.25,,
LRM,Half-Sibs,0.4868,0.25,,
LRM,Half-Sibs,0.2313,0.25,,
LRM,Half-Sibs,-0.112,0.25,,
LRM,Half-Sibs,0.0906,0.25,,
LRM,Half-Sibs,0.2071,0.25,,
LRM,Half-Sibs,0.4361,0.25,,
LRM,Half-Sibs,0.2525,0.25,,
LRM,Half-Sibs,0.1762,0.25,,
LRM,Half-Sibs,0.2024,0.25,,
LRM,Half-Sibs,0.2419,0.25,,
LRM,Half-Sibs,0.2409,0.25,,
LRM,Half-Sibs,0.3431,0.25,,
LRM,Half-Sibs,0.1659,0.25,,
LRM,Half-Sibs,0.3049,0.25,,
LRM,Half-Sibs,0.0651,0.25,,
LRM,Half-Sibs,0.112,0.25,,
LRM,Half-Sibs,0.2314,0.25,,
LRM,Half-Sibs,0.1373,0.25,,
LRM,Half-Sibs,0.1347,0.25,,
LRM,Half-Sibs,0.3934,0.25,,
LRM,Half-Sibs,0.2436,0.25,,
LRM,Half-Sibs,0.2653,0.25,,
LRM,Half-Sibs,0.2619,0.25,,
LRM,Half-Sibs,0.455,0.25,,
LRM,Half-Sibs,0.0692,0.25,,
LRM,Half-Sibs,0.4507,0.25,,
LRM,Half-Sibs,0.2731,0.25,,
LRM,Half-Sibs,0.4124,0.25,,
LRM,Half-Sibs,0.3325,0.25,,
LRM,Half-Sibs,0.6045,0.25,,
LRM,Half-Sibs,0.4166,0.25,,
LRM,Half-Sibs,0.175,0.25,,
LRM,Half-Sibs,0.511,0.25,,
LRM,Half-Sibs,0.1593,0.25,,
LRM,Half-Sibs,-0.0403,0.25,,
LRM,Half-Sibs,0.5138,0.25,,
LRM,Half-Sibs,0.2716,0.25,,
LRM,Half-Sibs,0.2975,0.25,,
LRM,Half-Sibs,0.2666,0.25,,
LRM,Half-Sibs,0.2164,0.25,,
LRM,Half-Sibs,0.2315,0.25,,
LRM,Half-Sibs,0.2182,0.25,,
LRM,Half-Sibs,0.3925,0.25,,
LRM,Half-Sibs,0.4277,0.25,,
LRM,Half-Sibs,0.3885,0.25,,
LRM,Half-Sibs,0.2715,0.25,,
LRM,Half-Sibs,0.5705,0.25,,
LRM,Half-Sibs,0.3709,0.25,,
LRM,Half-Sibs,0.4776,0.25,,
LRM,Half-Sibs,0.2981,0.25,,
LRM,Half-Sibs,0.2777,0.25,,
LRM,Half-Sibs,0.141,0.25,,
LRM,Half-Sibs,0.1551,0.25,,
LRM,Half-Sibs,0.3045,0.25,,
LRM,Half-Sibs,0.1378,0.25,,
LRM,Half-Sibs,0.2653,0.25,,
LRM,Half-Sibs,-0.0158,0.25,,
LRM,Half-Sibs,0.18,0.25,,
LRM,Half-Sibs,0.2709,0.25,,
LRM,Half-Sibs,0.1797,0.25,,
LRM,Half-Sibs,0.1682,0.25,,
LRM,Half-Sibs,0.1338,0.25,,
LRM,Half-Sibs,0.3705,0.25,,
LRM,Half-Sibs,0.4288,0.25,,
LRM,Half-Sibs,0.4029,0.25,,
LRM,Half-Sibs,0.3339,0.25,,
LRM,Half-Sibs,0.316,0.25,,
LRM,Half-Sibs,0.5757,0.25,,
LRM,Half-Sibs,0.1256,0.25,,
LRM,Half-Sibs,0.276,0.25,,
LRM,Half-Sibs,0.1495,0.25,,
LRM,Half-Sibs,0.0214,0.25,,
LRM,Half-Sibs,0.2829,0.25,,
LRM,Half-Sibs,0.0182,0.25,,
LRM,Half-Sibs,-0.0833,0.25,,
LRM,Half-Sibs,0.1128,0.25,,
LRM,Half-Sibs,0.1942,0.25,,
LRM,Half-Sibs,0.0935,0.25,,
LRM,Half-Sibs,0.1053,0.25,,
LRM,Half-Sibs,0.3739,0.25,,
LRM,Half-Sibs,0.2534,0.25,,
LRM,Half-Sibs,0.4446,0.25,,
LRM,Half-Sibs,0.2279,0.25,,
LRM,Half-Sibs,0.3727,0.25,,
LRM,Half-Sibs,0.0361,0.25,,
LRM,Half-Sibs,0.2454,0.25,,
LRM,Half-Sibs,0.3622,0.25,,
LRM,Half-Sibs,0.1722,0.25,,
LRM,Half-Sibs,0.2893,0.25,,
LRM,Half-Sibs,0.1068,0.25,,
LRM,Half-Sibs,0.5588,0.25,,
LRM,Half-Sibs,0.0534,0.25,,
LRM,Half-Sibs,0.5699,0.25,,
LRM,Half-Sibs,0.4124,0.25,,
LRM,Half-Sibs,0.2693,0.25,,
LRM,Half-Sibs,0.0453,0.25,,
LRM,Half-Sibs,0.2911,0.25,,
LRM,Half-Sibs,0.5483,0.25,,
LRM,Half-Sibs,0.4237,0.25,,
LRM,Half-Sibs,0.1027,0.25,,
LRM,Half-Sibs,-0.0636,0.25,,
LRM,Half-Sibs,0.3614,0.25,,
LRM,Half-Sibs,0.2743,0.25,,
LRM,Half-Sibs,0.1265,0.25,,
LRM,Half-Sibs,0.2467,0.25,,
LRM,Half-Sibs,0.4321,0.25,,
LRM,Half-Sibs,0.3135,0.25,,
LRM,Half-Sibs,0.1905,0.25,,
LRM,Half-Sibs,0.182,0.25,,
LRM,Half-Sibs,0.0573,0.25,,
LRM,Half-Sibs,0.3161,0.25,,
LRM,Half-Sibs,0.1874,0.25,,
LRM,Half-Sibs,0.2207,0.25,,
LRM,Half-Sibs,0.2996,0.25,,
LRM,Half-Sibs,0.4656,0.25,,
LRM,Half-Sibs,0.0142,0.25,,
LRM,Half-Sibs,0.299,0.25,,
LRM,Half-Sibs,0.4749,0.25,,
LRM,Half-Sibs,0.3876,0.25,,
LRM,Half-Sibs,0.1788,0.25,,
LRM,Half-Sibs,0.2272,0.25,,
LRM,Half-Sibs,0.2657,0.25,,
LRM,Half-Sibs,0.1313,0.25,,
LRM,Half-Sibs,0.1817,0.25,,
LRM,Half-Sibs,0.1033,0.25,,
LRM,Half-Sibs,0.3987,0.25,,
LRM,Half-Sibs,0.0253,0.25,,
LRM,Half-Sibs,0.3484,0.25,,
LRM,Half-Sibs,0.537,0.25,,
LRM,Half-Sibs,0.4163,0.25,,
LRM,Half-Sibs,0.2675,0.25,,
LRM,Half-Sibs,0.3029,0.25,,
LRM,Half-Sibs,0.1275,0.25,,
LRM,Half-Sibs,0.1892,0.25,,
LRM,Half-Sibs,0.352,0.25,,
LRM,Half-Sibs,0.2099,0.25,,
LRM,Half-Sibs,0.4676,0.25,,
LRM,Half-Sibs,0.3119,0.25,,
LRM,Half-Sibs,0.1163,0.25,,
LRM,Half-Sibs,0.4724,0.25,,
LRM,Half-Sibs,0.3608,0.25,,
LRM,Half-Sibs,0.2663,0.25,,
LRM,Half-Sibs,0.0515,0.25,,
LRM,Half-Sibs,0.1776,0.25,,
LRM,Half-Sibs,0.3704,0.25,,
LRM,Half-Sibs,0.0588,0.25,,
LRM,Half-Sibs,0.4006,0.25,,
LRM,Half-Sibs,0.4338,0.25,,
LRM,Half-Sibs,0.3208,0.25,,
LRM,Half-Sibs,0.1638,0.25,,
LRM,Half-Sibs,0.0389,0.25,,
LRM,Half-Sibs,0.0721,0.25,,
LRM,Half-Sibs,0.1552,0.25,,
LRM,Half-Sibs,0.4282,0.25,,
LRM,Half-Sibs,0.2381,0.25,,
LRM,Half-Sibs,0.1323,0.25,,
LRM,Half-Sibs,0.1911,0.25,,
LRM,Half-Sibs,0.1922,0.25,,
LRM,Half-Sibs,0.1069,0.25,,
LRM,Half-Sibs,0.3996,0.25,,
LRM,Half-Sibs,0.1977,0.25,,
LRM,Half-Sibs,0.286,0.25,,
LRM,Half-Sibs,0.4208,0.25,,
LRM,Half-Sibs,0.2723,0.25,,
LRM,Half-Sibs,0.1107,0.25,,
LRM,Half-Sibs,0.2686,0.25,,
LRM,Half-Sibs,-0.0427,0.25,,
LRM,Half-Sibs,0.1911,0.25,,
LRM,Half-Sibs,0.3727,0.25,,
LRM,Half-Sibs,0.2198,0.25,,
LRM,Half-Sibs,0.3317,0.25,,
LRM,Half-Sibs,0.2703,0.25,,
LRM,Half-Sibs,0.2912,0.25,,
LRM,Half-Sibs,0.228,0.25,,
LRM,Half-Sibs,0.0402,0.25,,
LRM,Half-Sibs,0.3774,0.25,,
LRM,Half-Sibs,0.0903,0.25,,
LRM,Half-Sibs,0.3345,0.25,,
LRM,Half-Sibs,0.2272,0.25,,
LRM,Half-Sibs,0.3737,0.25,,
LRM,Half-Sibs,0.3693,0.25,,
LRM,Half-Sibs,0.3459,0.25,,
LRM,Half-Sibs,0.2852,0.25,,
LRM,Half-Sibs,0.2451,0.25,,
LRM,Half-Sibs,0.4114,0.25,,
LRM,Half-Sibs,0.0713,0.25,,
LRM,Half-Sibs,0.0715,0.25,,
LRM,Half-Sibs,0.1464,0.25,,
LRM,Half-Sibs,0.3505,0.25,,
LRM,Half-Sibs,0.0501,0.25,,
LRM,Half-Sibs,0.2951,0.25,,
LRM,Half-Sibs,0.4169,0.25,,
LRM,Half-Sibs,0.2098,0.25,,
LRM,Half-Sibs,0.1862,0.25,,
LRM,Half-Sibs,0.22,0.25,,
LRM,Half-Sibs,0.3345,0.25,,
LRM,Half-Sibs,0.3065,0.25,,
LRM,Half-Sibs,0.4903,0.25,,
LRM,Half-Sibs,0.1431,0.25,,
LRM,Half-Sibs,0.1825,0.25,,
LRM,Half-Sibs,0.3026,0.25,,
LRM,Half-Sibs,0.3258,0.25,,
LRM,Half-Sibs,0.1011,0.25,,
LRM,Half-Sibs,0.1648,0.25,,
LRM,Half-Sibs,0.1503,0.25,,
LRM,Half-Sibs,0.0746,0.25,,
LRM,Half-Sibs,0.3102,0.25,,
LRM,Half-Sibs,0.2245,0.25,,
LRM,Half-Sibs,0.3203,0.25,,
LRM,Half-Sibs,0.1736,0.25,,
LRM,Half-Sibs,0.0962,0.25,,
