Estimator,relationship,Relatedness_Value,,,
QGM,Parent-Offspring,0.535,0.5,,
QGM,Parent-Offspring,0.4944,0.5,,
QGM,Parent-Offspring,0.467,0.5,,
QGM,Parent-Offspring,0.3968,0.5,,
QGM,Parent-Offspring,0.5229,0.5,,
QGM,Parent-Offspring,0.601,0.5,,
QGM,Parent-Offspring,0.491,0.5,,
QGM,Parent-Offspring,0.5627,0.5,,
QGM,Parent-Offspring,0.4213,0.5,,
QGM,Parent-Offspring,0.5514,0.5,,
QGM,Parent-Offspring,0.5982,0.5,,
QGM,Parent-Offspring,0.528,0.5,,
QGM,Parent-Offspring,0.4418,0.5,,
QGM,Parent-Offspring,0.5566,0.5,,
QGM,Parent-Offspring,0.4394,0.5,,
QGM,Parent-Offspring,0.512,0.5,,
QGM,Parent-Offspring,0.5777,0.5,,
QGM,Parent-Offspring,0.5156,0.5,,
QGM,Parent-Offspring,0.6388,0.5,,
QGM,Parent-Offspring,0.4113,0.5,,
QGM,Parent-Offspring,0.3278,0.5,,
QGM,Parent-Offspring,0.4227,0.5,,
QGM,Parent-Offspring,0.5827,0.5,,
QGM,Parent-Offspring,0.5571,0.5,,
QGM,Parent-Offspring,0.4674,0.5,,
QGM,Parent-Offspring,0.5333,0.5,,
QGM,Parent-Offspring,0.5653,0.5,,
QGM,Parent-Offspring,0.3688,0.5,,
QGM,Parent-Offspring,0.5639,0.5,,
QGM,Parent-Offspring,0.5828,0.5,,
QGM,Parent-Offspring,0.6674,0.5,,
QGM,Parent-Offspring,0.6751,0.5,,
QGM,Parent-Offspring,0.4346,0.5,,
QGM,Parent-Offspring,0.5161,0.5,,
QGM,Parent-Offspring,0.4566,0.5,,
QGM,Parent-Offspring,0.4704,0.5,,
QGM,Parent-Offspring,0.4175,0.5,,
QGM,Parent-Offspring,0.5297,0.5,,
QGM,Parent-Offspring,0.5157,0.5,,
QGM,Parent-Offspring,0.5434,0.5,,
QGM,Parent-Offspring,0.4496,0.5,,
QGM,Parent-Offspring,0.3405,0.5,,
QGM,Parent-Offspring,0.5796,0.5,,
QGM,Parent-Offspring,0.5993,0.5,,
QGM,Parent-Offspring,0.4287,0.5,,
QGM,Parent-Offspring,0.643,0.5,,
QGM,Parent-Offspring,0.4805,0.5,,
QGM,Parent-Offspring,0.5513,0.5,,
QGM,Parent-Offspring,0.5339,0.5,,
QGM,Parent-Offspring,0.4381,0.5,,
QGM,Parent-Offspring,0.6269,0.5,,
QGM,Parent-Offspring,0.4304,0.5,,
QGM,Parent-Offspring,0.3161,0.5,,
QGM,Parent-Offspring,0.4645,0.5,,
QGM,Parent-Offspring,0.6464,0.5,,
QGM,Parent-Offspring,0.6221,0.5,,
QGM,Parent-Offspring,0.4544,0.5,,
QGM,Parent-Offspring,0.6777,0.5,,
QGM,Parent-Offspring,0.6324,0.5,,
QGM,Parent-Offspring,0.5699,0.5,,
QGM,Parent-Offspring,0.5081,0.5,,
QGM,Parent-Offspring,0.5123,0.5,,
QGM,Parent-Offspring,0.4975,0.5,,
QGM,Parent-Offspring,0.6743,0.5,,
QGM,Parent-Offspring,0.4988,0.5,,
QGM,Parent-Offspring,0.3822,0.5,,
QGM,Parent-Offspring,0.6925,0.5,,
QGM,Parent-Offspring,0.442,0.5,,
QGM,Parent-Offspring,0.4882,0.5,,
QGM,Parent-Offspring,0.4834,0.5,,
QGM,Parent-Offspring,0.5198,0.5,,
QGM,Parent-Offspring,0.5247,0.5,,
QGM,Parent-Offspring,0.3923,0.5,,
QGM,Parent-Offspring,0.495,0.5,,
QGM,Parent-Offspring,0.585,0.5,,
QGM,Parent-Offspring,0.6167,0.5,,
QGM,Parent-Offspring,0.5685,0.5,,
QGM,Parent-Offspring,0.7324,0.5,,
QGM,Parent-Offspring,0.4231,0.5,,
QGM,Parent-Offspring,0.4964,0.5,,
QGM,Parent-Offspring,0.5317,0.5,,
QGM,Parent-Offspring,0.4925,0.5,,
QGM,Parent-Offspring,0.5999,0.5,,
QGM,Parent-Offspring,0.5618,0.5,,
QGM,Parent-Offspring,0.5713,0.5,,
QGM,Parent-Offspring,0.5412,0.5,,
QGM,Parent-Offspring,0.6507,0.5,,
QGM,Parent-Offspring,0.522,0.5,,
QGM,Parent-Offspring,0.5418,0.5,,
QGM,Parent-Offspring,0.4674,0.5,,
QGM,Parent-Offspring,0.4783,0.5,,
QGM,Parent-Offspring,0.413,0.5,,
QGM,Parent-Offspring,0.5097,0.5,,
QGM,Parent-Offspring,0.5704,0.5,,
QGM,Parent-Offspring,0.4131,0.5,,
QGM,Parent-Offspring,0.567,0.5,,
QGM,Parent-Offspring,0.6376,0.5,,
QGM,Parent-Offspring,0.4833,0.5,,
QGM,Parent-Offspring,0.5085,0.5,,
QGM,Parent-Offspring,0.6216,0.5,,
QGM,Parent-Offspring,0.596,0.5,,
QGM,Parent-Offspring,0.5399,0.5,,
QGM,Parent-Offspring,0.5708,0.5,,
QGM,Parent-Offspring,0.5296,0.5,,
QGM,Parent-Offspring,0.4857,0.5,,
QGM,Parent-Offspring,0.4799,0.5,,
QGM,Parent-Offspring,0.4838,0.5,,
QGM,Parent-Offspring,0.5403,0.5,,
QGM,Parent-Offspring,0.3543,0.5,,
QGM,Parent-Offspring,0.7053,0.5,,
QGM,Parent-Offspring,0.5464,0.5,,
QGM,Parent-Offspring,0.4999,0.5,,
QGM,Parent-Offspring,0.3642,0.5,,
QGM,Parent-Offspring,0.5429,0.5,,
QGM,Parent-Offspring,0.5571,0.5,,
QGM,Parent-Offspring,0.6156,0.5,,
QGM,Parent-Offspring,0.478,0.5,,
QGM,Parent-Offspring,0.4456,0.5,,
QGM,Parent-Offspring,0.4942,0.5,,
QGM,Parent-Offspring,0.6112,0.5,,
QGM,Parent-Offspring,0.5476,0.5,,
QGM,Parent-Offspring,0.5503,0.5,,
QGM,Parent-Offspring,0.5441,0.5,,
QGM,Parent-Offspring,0.4599,0.5,,
QGM,Parent-Offspring,0.4988,0.5,,
QGM,Parent-Offspring,0.5173,0.5,,
QGM,Parent-Offspring,0.5364,0.5,,
QGM,Parent-Offspring,0.5913,0.5,,
QGM,Parent-Offspring,0.4431,0.5,,
QGM,Parent-Offspring,0.5889,0.5,,
QGM,Parent-Offspring,0.6737,0.5,,
QGM,Parent-Offspring,0.5669,0.5,,
QGM,Parent-Offspring,0.5532,0.5,,
QGM,Parent-Offspring,0.4214,0.5,,
QGM,Parent-Offspring,0.5503,0.5,,
QGM,Parent-Offspring,0.6205,0.5,,
QGM,Parent-Offspring,0.5612,0.5,,
QGM,Parent-Offspring,0.4199,0.5,,
QGM,Parent-Offspring,0.5159,0.5,,
QGM,Parent-Offspring,0.5362,0.5,,
QGM,Parent-Offspring,0.3951,0.5,,
QGM,Parent-Offspring,0.4084,0.5,,
QGM,Parent-Offspring,0.5325,0.5,,
QGM,Parent-Offspring,0.4253,0.5,,
QGM,Parent-Offspring,0.6629,0.5,,
QGM,Parent-Offspring,0.5092,0.5,,
QGM,Parent-Offspring,0.4524,0.5,,
QGM,Parent-Offspring,0.5933,0.5,,
QGM,Parent-Offspring,0.6941,0.5,,
QGM,Parent-Offspring,0.5422,0.5,,
QGM,Parent-Offspring,0.5492,0.5,,
QGM,Parent-Offspring,0.6414,0.5,,
QGM,Parent-Offspring,0.4224,0.5,,
QGM,Parent-Offspring,0.3104,0.5,,
QGM,Parent-Offspring,0.4522,0.5,,
QGM,Parent-Offspring,0.4465,0.5,,
QGM,Parent-Offspring,0.4874,0.5,,
QGM,Parent-Offspring,0.5682,0.5,,
QGM,Parent-Offspring,0.3879,0.5,,
QGM,Parent-Offspring,0.5653,0.5,,
QGM,Parent-Offspring,0.5532,0.5,,
QGM,Parent-Offspring,0.646,0.5,,
QGM,Parent-Offspring,0.5253,0.5,,
QGM,Parent-Offspring,0.2377,0.5,,
QGM,Parent-Offspring,0.4583,0.5,,
QGM,Parent-Offspring,0.3312,0.5,,
QGM,Parent-Offspring,0.4951,0.5,,
QGM,Parent-Offspring,0.6106,0.5,,
QGM,Parent-Offspring,0.6109,0.5,,
QGM,Parent-Offspring,0.5108,0.5,,
QGM,Parent-Offspring,0.5146,0.5,,
QGM,Parent-Offspring,0.3958,0.5,,
QGM,Parent-Offspring,0.5867,0.5,,
QGM,Parent-Offspring,0.4845,0.5,,
QGM,Parent-Offspring,0.4053,0.5,,
QGM,Parent-Offspring,0.4203,0.5,,
QGM,Parent-Offspring,0.4685,0.5,,
QGM,Parent-Offspring,0.5324,0.5,,
QGM,Parent-Offspring,0.5891,0.5,,
QGM,Parent-Offspring,0.5755,0.5,,
QGM,Parent-Offspring,0.5985,0.5,,
QGM,Parent-Offspring,0.4598,0.5,,
QGM,Parent-Offspring,0.6219,0.5,,
QGM,Parent-Offspring,0.5444,0.5,,
QGM,Parent-Offspring,0.5363,0.5,,
QGM,Parent-Offspring,0.5934,0.5,,
QGM,Parent-Offspring,0.642,0.5,,
QGM,Parent-Offspring,0.4214,0.5,,
QGM,Parent-Offspring,0.4641,0.5,,
QGM,Parent-Offspring,0.6489,0.5,,
QGM,Parent-Offspring,0.5046,0.5,,
QGM,Parent-Offspring,0.5235,0.5,,
QGM,Parent-Offspring,0.5883,0.5,,
QGM,Parent-Offspring,0.605,0.5,,
QGM,Parent-Offspring,0.4782,0.5,,
QGM,Parent-Offspring,0.6058,0.5,,
QGM,Parent-Offspring,0.4809,0.5,,
QGM,Parent-Offspring,0.5371,0.5,,
QGM,Parent-Offspring,0.3901,0.5,,
QGM,Parent-Offspring,0.5961,0.5,,
QGM,Parent-Offspring,0.3986,0.5,,
QGM,Parent-Offspring,0.4897,0.5,,
QGM,Parent-Offspring,0.3233,0.5,,
QGM,Parent-Offspring,0.4335,0.5,,
QGM,Parent-Offspring,0.6198,0.5,,
QGM,Parent-Offspring,0.5484,0.5,,
QGM,Parent-Offspring,0.4862,0.5,,
QGM,Parent-Offspring,0.4912,0.5,,
QGM,Parent-Offspring,0.567,0.5,,
QGM,Parent-Offspring,0.4232,0.5,,
QGM,Parent-Offspring,0.4936,0.5,,
QGM,Parent-Offspring,0.6283,0.5,,
QGM,Parent-Offspring,0.4106,0.5,,
QGM,Parent-Offspring,0.4353,0.5,,
QGM,Parent-Offspring,0.5132,0.5,,
QGM,Parent-Offspring,0.5741,0.5,,
QGM,Parent-Offspring,0.5171,0.5,,
QGM,Parent-Offspring,0.5745,0.5,,
QGM,Parent-Offspring,0.6189,0.5,,
QGM,Parent-Offspring,0.2358,0.5,,
QGM,Parent-Offspring,0.3587,0.5,,
QGM,Parent-Offspring,0.4113,0.5,,
QGM,Parent-Offspring,0.5054,0.5,,
QGM,Parent-Offspring,0.5352,0.5,,
QGM,Parent-Offspring,0.4293,0.5,,
QGM,Parent-Offspring,0.5062,0.5,,
QGM,Parent-Offspring,0.5778,0.5,,
QGM,Parent-Offspring,0.4062,0.5,,
QGM,Parent-Offspring,0.5757,0.5,,
QGM,Parent-Offspring,0.4439,0.5,,
QGM,Parent-Offspring,0.3251,0.5,,
QGM,Parent-Offspring,0.5763,0.5,,
QGM,Parent-Offspring,0.493,0.5,,
QGM,Parent-Offspring,0.5471,0.5,,
QGM,Parent-Offspring,0.5116,0.5,,
QGM,Parent-Offspring,0.3219,0.5,,
QGM,Parent-Offspring,0.551,0.5,,
QGM,Parent-Offspring,0.6458,0.5,,
QGM,Parent-Offspring,0.4704,0.5,,
QGM,Parent-Offspring,0.4388,0.5,,
QGM,Parent-Offspring,0.4758,0.5,,
QGM,Parent-Offspring,0.4428,0.5,,
QGM,Parent-Offspring,0.5584,0.5,,
QGM,Parent-Offspring,0.4781,0.5,,
QGM,Parent-Offspring,0.4203,0.5,,
QGM,Parent-Offspring,0.4051,0.5,,
QGM,Parent-Offspring,0.3734,0.5,,
QGM,Parent-Offspring,0.507,0.5,,
QGM,Parent-Offspring,0.3852,0.5,,
QGM,Parent-Offspring,0.6631,0.5,,
QGM,Parent-Offspring,0.5406,0.5,,
QGM,Parent-Offspring,0.6287,0.5,,
QGM,Parent-Offspring,0.3843,0.5,,
QGM,Parent-Offspring,0.6393,0.5,,
QGM,Parent-Offspring,0.6677,0.5,,
QGM,Parent-Offspring,0.576,0.5,,
QGM,Parent-Offspring,0.5404,0.5,,
QGM,Parent-Offspring,0.4537,0.5,,
QGM,Parent-Offspring,0.3511,0.5,,
QGM,Parent-Offspring,0.5623,0.5,,
QGM,Parent-Offspring,0.3956,0.5,,
QGM,Parent-Offspring,0.5545,0.5,,
QGM,Parent-Offspring,0.5448,0.5,,
QGM,Parent-Offspring,0.6887,0.5,,
QGM,Parent-Offspring,0.6012,0.5,,
QGM,Parent-Offspring,0.4442,0.5,,
QGM,Parent-Offspring,0.6132,0.5,,
QGM,Parent-Offspring,0.4742,0.5,,
QGM,Parent-Offspring,0.5224,0.5,,
QGM,Parent-Offspring,0.5927,0.5,,
QGM,Parent-Offspring,0.6052,0.5,,
QGM,Parent-Offspring,0.5878,0.5,,
QGM,Parent-Offspring,0.5209,0.5,,
QGM,Parent-Offspring,0.45,0.5,,
QGM,Parent-Offspring,0.5787,0.5,,
QGM,Parent-Offspring,0.5061,0.5,,
QGM,Parent-Offspring,0.6325,0.5,,
QGM,Parent-Offspring,0.5282,0.5,,
QGM,Parent-Offspring,0.5186,0.5,,
QGM,Parent-Offspring,0.5314,0.5,,
QGM,Parent-Offspring,0.3994,0.5,,
QGM,Parent-Offspring,0.4722,0.5,,
QGM,Parent-Offspring,0.6961,0.5,,
QGM,Parent-Offspring,0.404,0.5,,
QGM,Parent-Offspring,0.5115,0.5,,
QGM,Parent-Offspring,0.6253,0.5,,
QGM,Parent-Offspring,0.4917,0.5,,
QGM,Parent-Offspring,0.5236,0.5,,
QGM,Parent-Offspring,0.5366,0.5,,
QGM,Parent-Offspring,0.4251,0.5,,
QGM,Parent-Offspring,0.5443,0.5,,
QGM,Parent-Offspring,0.4443,0.5,,
QGM,Parent-Offspring,0.3821,0.5,,
QGM,Parent-Offspring,0.4097,0.5,,
QGM,Parent-Offspring,0.5404,0.5,,
QGM,Parent-Offspring,0.5735,0.5,,
QGM,Parent-Offspring,0.4039,0.5,,
QGM,Parent-Offspring,0.602,0.5,,
QGM,Parent-Offspring,0.3952,0.5,,
QGM,Parent-Offspring,0.4378,0.5,,
QGM,Parent-Offspring,0.2576,0.5,,
QGM,Parent-Offspring,0.6897,0.5,,
QGM,Parent-Offspring,0.5285,0.5,,
QGM,Parent-Offspring,0.624,0.5,,
QGM,Parent-Offspring,0.628,0.5,,
QGM,Parent-Offspring,0.4893,0.5,,
QGM,Parent-Offspring,0.5643,0.5,,
QGM,Parent-Offspring,0.4958,0.5,,
QGM,Parent-Offspring,0.5287,0.5,,
QGM,Parent-Offspring,0.4736,0.5,,
QGM,Parent-Offspring,0.4879,0.5,,
QGM,Parent-Offspring,0.5157,0.5,,
QGM,Parent-Offspring,0.4406,0.5,,
QGM,Parent-Offspring,0.5076,0.5,,
QGM,Parent-Offspring,0.5641,0.5,,
QGM,Parent-Offspring,0.5551,0.5,,
QGM,Parent-Offspring,0.4288,0.5,,
QGM,Parent-Offspring,0.5453,0.5,,
QGM,Parent-Offspring,0.3979,0.5,,
QGM,Parent-Offspring,0.7181,0.5,,
QGM,Parent-Offspring,0.5795,0.5,,
QGM,Parent-Offspring,0.4226,0.5,,
QGM,Parent-Offspring,0.4781,0.5,,
QGM,Parent-Offspring,0.4116,0.5,,
QGM,Parent-Offspring,0.5378,0.5,,
QGM,Parent-Offspring,0.6615,0.5,,
QGM,Parent-Offspring,0.4259,0.5,,
QGM,Parent-Offspring,0.5543,0.5,,
