Estimator,relationship,Relatedness_Value,,,
LRM,Parent-Offspring,0.5704,0.5,,
LRM,Parent-Offspring,0.6169,0.5,,
LRM,Parent-Offspring,0.3495,0.5,,
LRM,Parent-Offspring,0.3332,0.5,,
LRM,Parent-Offspring,0.4758,0.5,,
LRM,Parent-Offspring,0.4128,0.5,,
LRM,Parent-Offspring,0.5825,0.5,,
LRM,Parent-Offspring,0.5708,0.5,,
LRM,Parent-Offspring,0.5517,0.5,,
LRM,Parent-Offspring,0.4695,0.5,,
LRM,Parent-Offspring,0.4606,0.5,,
LRM,Parent-Offspring,0.5316,0.5,,
LRM,Parent-Offspring,0.5105,0.5,,
LRM,Parent-Offspring,0.6078,0.5,,
LRM,Parent-Offspring,0.7033,0.5,,
LRM,Parent-Offspring,0.4835,0.5,,
LRM,Parent-Offspring,0.31,0.5,,
LRM,Parent-Offspring,0.5106,0.5,,
LRM,Parent-Offspring,0.4476,0.5,,
LRM,Parent-Offspring,0.5498,0.5,,
LRM,Parent-Offspring,0.4701,0.5,,
LRM,Parent-Offspring,0.5531,0.5,,
LRM,Parent-Offspring,0.5055,0.5,,
LRM,Parent-Offspring,0.5252,0.5,,
LRM,Parent-Offspring,0.3475,0.5,,
LRM,Parent-Offspring,0.4169,0.5,,
LRM,Parent-Offspring,0.5688,0.5,,
LRM,Parent-Offspring,0.6914,0.5,,
LRM,Parent-Offspring,0.5796,0.5,,
LRM,Parent-Offspring,0.5839,0.5,,
LRM,Parent-Offspring,0.4878,0.5,,
LRM,Parent-Offspring,0.5632,0.5,,
LRM,Parent-Offspring,0.4824,0.5,,
LRM,Parent-Offspring,0.4968,0.5,,
LRM,Parent-Offspring,0.6128,0.5,,
LRM,Parent-Offspring,0.6724,0.5,,
LRM,Parent-Offspring,0.3774,0.5,,
LRM,Parent-Offspring,0.4758,0.5,,
LRM,Parent-Offspring,0.5821,0.5,,
LRM,Parent-Offspring,0.4155,0.5,,
LRM,Parent-Offspring,0.5532,0.5,,
LRM,Parent-Offspring,0.3594,0.5,,
LRM,Parent-Offspring,0.2376,0.5,,
LRM,Parent-Offspring,0.2698,0.5,,
LRM,Parent-Offspring,0.4365,0.5,,
LRM,Parent-Offspring,0.3171,0.5,,
LRM,Parent-Offspring,0.5247,0.5,,
LRM,Parent-Offspring,0.5012,0.5,,
LRM,Parent-Offspring,0.4904,0.5,,
LRM,Parent-Offspring,0.5314,0.5,,
LRM,Parent-Offspring,0.5269,0.5,,
LRM,Parent-Offspring,0.5201,0.5,,
LRM,Parent-Offspring,0.3365,0.5,,
LRM,Parent-Offspring,0.4829,0.5,,
LRM,Parent-Offspring,0.628,0.5,,
LRM,Parent-Offspring,0.6136,0.5,,
LRM,Parent-Offspring,0.4143,0.5,,
LRM,Parent-Offspring,0.3308,0.5,,
LRM,Parent-Offspring,0.6978,0.5,,
LRM,Parent-Offspring,0.5496,0.5,,
LRM,Parent-Offspring,0.6057,0.5,,
LRM,Parent-Offspring,0.501,0.5,,
LRM,Parent-Offspring,0.5817,0.5,,
LRM,Parent-Offspring,0.5616,0.5,,
LRM,Parent-Offspring,0.4359,0.5,,
LRM,Parent-Offspring,0.5069,0.5,,
LRM,Parent-Offspring,0.4603,0.5,,
LRM,Parent-Offspring,0.5613,0.5,,
LRM,Parent-Offspring,0.6241,0.5,,
LRM,Parent-Offspring,0.5562,0.5,,
LRM,Parent-Offspring,0.5137,0.5,,
LRM,Parent-Offspring,0.5661,0.5,,
LRM,Parent-Offspring,0.3524,0.5,,
LRM,Parent-Offspring,0.5838,0.5,,
LRM,Parent-Offspring,0.5624,0.5,,
LRM,Parent-Offspring,0.4261,0.5,,
LRM,Parent-Offspring,0.4903,0.5,,
LRM,Parent-Offspring,0.5458,0.5,,
LRM,Parent-Offspring,0.4351,0.5,,
LRM,Parent-Offspring,0.5125,0.5,,
LRM,Parent-Offspring,0.4179,0.5,,
LRM,Parent-Offspring,0.3524,0.5,,
LRM,Parent-Offspring,0.4463,0.5,,
LRM,Parent-Offspring,0.4685,0.5,,
LRM,Parent-Offspring,0.6585,0.5,,
LRM,Parent-Offspring,0.5317,0.5,,
LRM,Parent-Offspring,0.4484,0.5,,
LRM,Parent-Offspring,0.6097,0.5,,
LRM,Parent-Offspring,0.5923,0.5,,
LRM,Parent-Offspring,0.4317,0.5,,
LRM,Parent-Offspring,0.3378,0.5,,
LRM,Parent-Offspring,0.5452,0.5,,
LRM,Parent-Offspring,0.4619,0.5,,
LRM,Parent-Offspring,0.3869,0.5,,
LRM,Parent-Offspring,0.5328,0.5,,
LRM,Parent-Offspring,0.4769,0.5,,
LRM,Parent-Offspring,0.5214,0.5,,
LRM,Parent-Offspring,0.6223,0.5,,
LRM,Parent-Offspring,0.537,0.5,,
LRM,Parent-Offspring,0.274,0.5,,
LRM,Parent-Offspring,0.4981,0.5,,
LRM,Parent-Offspring,0.5783,0.5,,
LRM,Parent-Offspring,0.5262,0.5,,
LRM,Parent-Offspring,0.5943,0.5,,
LRM,Parent-Offspring,0.5047,0.5,,
LRM,Parent-Offspring,0.6599,0.5,,
LRM,Parent-Offspring,0.6201,0.5,,
LRM,Parent-Offspring,0.4176,0.5,,
LRM,Parent-Offspring,0.5236,0.5,,
LRM,Parent-Offspring,0.6314,0.5,,
LRM,Parent-Offspring,0.2653,0.5,,
LRM,Parent-Offspring,0.4599,0.5,,
LRM,Parent-Offspring,0.554,0.5,,
LRM,Parent-Offspring,0.5518,0.5,,
LRM,Parent-Offspring,0.26,0.5,,
LRM,Parent-Offspring,0.6254,0.5,,
LRM,Parent-Offspring,0.6247,0.5,,
LRM,Parent-Offspring,0.4665,0.5,,
LRM,Parent-Offspring,0.5261,0.5,,
LRM,Parent-Offspring,0.4983,0.5,,
LRM,Parent-Offspring,0.397,0.5,,
LRM,Parent-Offspring,0.5455,0.5,,
LRM,Parent-Offspring,0.4007,0.5,,
LRM,Parent-Offspring,0.6003,0.5,,
LRM,Parent-Offspring,0.6795,0.5,,
LRM,Parent-Offspring,0.4983,0.5,,
LRM,Parent-Offspring,0.3998,0.5,,
LRM,Parent-Offspring,0.5557,0.5,,
LRM,Parent-Offspring,0.3532,0.5,,
LRM,Parent-Offspring,0.3397,0.5,,
LRM,Parent-Offspring,0.2925,0.5,,
LRM,Parent-Offspring,0.5896,0.5,,
LRM,Parent-Offspring,0.476,0.5,,
LRM,Parent-Offspring,0.4457,0.5,,
LRM,Parent-Offspring,0.5398,0.5,,
LRM,Parent-Offspring,0.6725,0.5,,
LRM,Parent-Offspring,0.1452,0.5,,
LRM,Parent-Offspring,0.6629,0.5,,
LRM,Parent-Offspring,0.56,0.5,,
LRM,Parent-Offspring,0.5632,0.5,,
LRM,Parent-Offspring,0.5869,0.5,,
LRM,Parent-Offspring,0.6071,0.5,,
LRM,Parent-Offspring,0.5784,0.5,,
LRM,Parent-Offspring,0.7028,0.5,,
LRM,Parent-Offspring,0.5719,0.5,,
LRM,Parent-Offspring,0.5053,0.5,,
LRM,Parent-Offspring,0.5135,0.5,,
LRM,Parent-Offspring,0.5687,0.5,,
LRM,Parent-Offspring,0.3578,0.5,,
LRM,Parent-Offspring,0.4278,0.5,,
LRM,Parent-Offspring,0.6734,0.5,,
LRM,Parent-Offspring,0.6471,0.5,,
LRM,Parent-Offspring,0.4575,0.5,,
LRM,Parent-Offspring,0.338,0.5,,
LRM,Parent-Offspring,0.5895,0.5,,
LRM,Parent-Offspring,0.3961,0.5,,
LRM,Parent-Offspring,0.5825,0.5,,
LRM,Parent-Offspring,0.3806,0.5,,
LRM,Parent-Offspring,0.4038,0.5,,
LRM,Parent-Offspring,0.4969,0.5,,
LRM,Parent-Offspring,0.5378,0.5,,
LRM,Parent-Offspring,0.4078,0.5,,
LRM,Parent-Offspring,0.5073,0.5,,
LRM,Parent-Offspring,0.4062,0.5,,
LRM,Parent-Offspring,0.5715,0.5,,
LRM,Parent-Offspring,0.3871,0.5,,
LRM,Parent-Offspring,0.5341,0.5,,
LRM,Parent-Offspring,0.7403,0.5,,
LRM,Parent-Offspring,0.6534,0.5,,
LRM,Parent-Offspring,0.4192,0.5,,
LRM,Parent-Offspring,0.4247,0.5,,
LRM,Parent-Offspring,0.4185,0.5,,
LRM,Parent-Offspring,0.5481,0.5,,
LRM,Parent-Offspring,0.5449,0.5,,
LRM,Parent-Offspring,0.5332,0.5,,
LRM,Parent-Offspring,0.5986,0.5,,
LRM,Parent-Offspring,0.6078,0.5,,
LRM,Parent-Offspring,0.4344,0.5,,
LRM,Parent-Offspring,0.4552,0.5,,
LRM,Parent-Offspring,0.6644,0.5,,
LRM,Parent-Offspring,0.6258,0.5,,
LRM,Parent-Offspring,0.6122,0.5,,
LRM,Parent-Offspring,0.5103,0.5,,
LRM,Parent-Offspring,0.4646,0.5,,
LRM,Parent-Offspring,0.5341,0.5,,
LRM,Parent-Offspring,0.5858,0.5,,
LRM,Parent-Offspring,0.26,0.5,,
LRM,Parent-Offspring,0.7113,0.5,,
LRM,Parent-Offspring,0.4443,0.5,,
LRM,Parent-Offspring,0.5179,0.5,,
LRM,Parent-Offspring,0.3208,0.5,,
LRM,Parent-Offspring,0.3898,0.5,,
LRM,Parent-Offspring,0.5105,0.5,,
LRM,Parent-Offspring,0.7744,0.5,,
LRM,Parent-Offspring,0.4412,0.5,,
LRM,Parent-Offspring,0.5228,0.5,,
LRM,Parent-Offspring,0.569,0.5,,
LRM,Parent-Offspring,0.6306,0.5,,
LRM,Parent-Offspring,0.3057,0.5,,
LRM,Parent-Offspring,0.505,0.5,,
LRM,Parent-Offspring,0.4791,0.5,,
LRM,Parent-Offspring,0.5599,0.5,,
LRM,Parent-Offspring,0.5746,0.5,,
LRM,Parent-Offspring,0.4703,0.5,,
LRM,Parent-Offspring,0.421,0.5,,
LRM,Parent-Offspring,0.445,0.5,,
LRM,Parent-Offspring,0.6591,0.5,,
LRM,Parent-Offspring,0.6654,0.5,,
LRM,Parent-Offspring,0.6752,0.5,,
LRM,Parent-Offspring,0.7029,0.5,,
LRM,Parent-Offspring,0.3838,0.5,,
LRM,Parent-Offspring,0.283,0.5,,
LRM,Parent-Offspring,0.4047,0.5,,
LRM,Parent-Offspring,0.3096,0.5,,
LRM,Parent-Offspring,0.4797,0.5,,
LRM,Parent-Offspring,0.6825,0.5,,
LRM,Parent-Offspring,0.3818,0.5,,
LRM,Parent-Offspring,0.5684,0.5,,
LRM,Parent-Offspring,0.5373,0.5,,
LRM,Parent-Offspring,0.539,0.5,,
LRM,Parent-Offspring,0.4157,0.5,,
LRM,Parent-Offspring,0.3318,0.5,,
LRM,Parent-Offspring,0.5126,0.5,,
LRM,Parent-Offspring,0.4884,0.5,,
LRM,Parent-Offspring,0.5,0.5,,
LRM,Parent-Offspring,0.5592,0.5,,
LRM,Parent-Offspring,0.5676,0.5,,
LRM,Parent-Offspring,0.613,0.5,,
LRM,Parent-Offspring,0.5353,0.5,,
LRM,Parent-Offspring,0.5559,0.5,,
LRM,Parent-Offspring,0.6094,0.5,,
LRM,Parent-Offspring,0.5712,0.5,,
LRM,Parent-Offspring,0.4851,0.5,,
LRM,Parent-Offspring,0.619,0.5,,
LRM,Parent-Offspring,0.5176,0.5,,
LRM,Parent-Offspring,0.5285,0.5,,
LRM,Parent-Offspring,0.4402,0.5,,
LRM,Parent-Offspring,0.5499,0.5,,
LRM,Parent-Offspring,0.6442,0.5,,
LRM,Parent-Offspring,0.5207,0.5,,
LRM,Parent-Offspring,0.6048,0.5,,
LRM,Parent-Offspring,0.5078,0.5,,
LRM,Parent-Offspring,0.6569,0.5,,
LRM,Parent-Offspring,0.747,0.5,,
LRM,Parent-Offspring,0.4632,0.5,,
LRM,Parent-Offspring,0.6142,0.5,,
LRM,Parent-Offspring,0.3374,0.5,,
LRM,Parent-Offspring,0.4529,0.5,,
LRM,Parent-Offspring,0.5479,0.5,,
LRM,Parent-Offspring,0.5983,0.5,,
LRM,Parent-Offspring,0.5839,0.5,,
LRM,Parent-Offspring,0.6895,0.5,,
LRM,Parent-Offspring,0.5239,0.5,,
LRM,Parent-Offspring,0.455,0.5,,
LRM,Parent-Offspring,0.2471,0.5,,
LRM,Parent-Offspring,0.4114,0.5,,
LRM,Parent-Offspring,0.3975,0.5,,
LRM,Parent-Offspring,0.4146,0.5,,
LRM,Parent-Offspring,0.4617,0.5,,
LRM,Parent-Offspring,0.4858,0.5,,
LRM,Parent-Offspring,0.3335,0.5,,
LRM,Parent-Offspring,0.4535,0.5,,
LRM,Parent-Offspring,0.732,0.5,,
LRM,Parent-Offspring,0.483,0.5,,
LRM,Parent-Offspring,0.5453,0.5,,
LRM,Parent-Offspring,0.4039,0.5,,
LRM,Parent-Offspring,0.4885,0.5,,
LRM,Parent-Offspring,0.5541,0.5,,
LRM,Parent-Offspring,0.4278,0.5,,
LRM,Parent-Offspring,0.7749,0.5,,
LRM,Parent-Offspring,0.4067,0.5,,
LRM,Parent-Offspring,0.5012,0.5,,
LRM,Parent-Offspring,0.5927,0.5,,
LRM,Parent-Offspring,0.4518,0.5,,
LRM,Parent-Offspring,0.6733,0.5,,
LRM,Parent-Offspring,0.6011,0.5,,
LRM,Parent-Offspring,0.7256,0.5,,
LRM,Parent-Offspring,0.3315,0.5,,
LRM,Parent-Offspring,0.4356,0.5,,
LRM,Parent-Offspring,0.6125,0.5,,
LRM,Parent-Offspring,0.5786,0.5,,
LRM,Parent-Offspring,0.6027,0.5,,
LRM,Parent-Offspring,0.6471,0.5,,
LRM,Parent-Offspring,0.381,0.5,,
LRM,Parent-Offspring,0.6211,0.5,,
LRM,Parent-Offspring,0.3799,0.5,,
LRM,Parent-Offspring,0.6661,0.5,,
LRM,Parent-Offspring,0.5236,0.5,,
LRM,Parent-Offspring,0.3186,0.5,,
LRM,Parent-Offspring,0.4936,0.5,,
LRM,Parent-Offspring,0.3482,0.5,,
LRM,Parent-Offspring,0.4767,0.5,,
LRM,Parent-Offspring,0.4325,0.5,,
LRM,Parent-Offspring,0.4915,0.5,,
LRM,Parent-Offspring,0.4596,0.5,,
LRM,Parent-Offspring,0.7876,0.5,,
LRM,Parent-Offspring,0.5456,0.5,,
LRM,Parent-Offspring,0.4036,0.5,,
LRM,Parent-Offspring,0.4343,0.5,,
LRM,Parent-Offspring,0.4654,0.5,,
LRM,Parent-Offspring,0.4086,0.5,,
LRM,Parent-Offspring,0.4676,0.5,,
LRM,Parent-Offspring,0.5336,0.5,,
LRM,Parent-Offspring,0.3715,0.5,,
LRM,Parent-Offspring,0.4046,0.5,,
LRM,Parent-Offspring,0.6241,0.5,,
LRM,Parent-Offspring,0.3728,0.5,,
LRM,Parent-Offspring,0.5828,0.5,,
LRM,Parent-Offspring,0.6042,0.5,,
LRM,Parent-Offspring,0.4561,0.5,,
LRM,Parent-Offspring,0.4048,0.5,,
LRM,Parent-Offspring,0.6262,0.5,,
LRM,Parent-Offspring,0.4572,0.5,,
LRM,Parent-Offspring,0.5603,0.5,,
LRM,Parent-Offspring,0.4592,0.5,,
LRM,Parent-Offspring,0.4764,0.5,,
LRM,Parent-Offspring,0.6025,0.5,,
LRM,Parent-Offspring,0.2628,0.5,,
LRM,Parent-Offspring,0.6388,0.5,,
LRM,Parent-Offspring,0.5755,0.5,,
LRM,Parent-Offspring,0.4578,0.5,,
LRM,Parent-Offspring,0.7025,0.5,,
LRM,Parent-Offspring,0.6855,0.5,,
LRM,Parent-Offspring,0.5726,0.5,,
LRM,Parent-Offspring,0.5634,0.5,,
LRM,Parent-Offspring,0.6071,0.5,,
LRM,Parent-Offspring,0.4654,0.5,,
LRM,Parent-Offspring,0.6591,0.5,,
LRM,Parent-Offspring,0.6793,0.5,,
LRM,Parent-Offspring,0.6086,0.5,,
LRM,Parent-Offspring,0.3792,0.5,,
LRM,Parent-Offspring,0.352,0.5,,
LRM,Parent-Offspring,0.5519,0.5,,
LRM,Parent-Offspring,0.5945,0.5,,
LRM,Parent-Offspring,0.5334,0.5,,
LRM,Parent-Offspring,0.4614,0.5,,
LRM,Parent-Offspring,0.4653,0.5,,
LRM,Parent-Offspring,0.3939,0.5,,
LRM,Parent-Offspring,0.5238,0.5,,
LRM,Parent-Offspring,0.3138,0.5,,
LRM,Parent-Offspring,0.6469,0.5,,
LRM,Parent-Offspring,0.4138,0.5,,
LRM,Parent-Offspring,0.5784,0.5,,
LRM,Parent-Offspring,0.5875,0.5,,
LRM,Parent-Offspring,0.4504,0.5,,
LRM,Parent-Offspring,0.3365,0.5,,
LRM,Parent-Offspring,0.5047,0.5,,
LRM,Parent-Offspring,0.4519,0.5,,
LRM,Parent-Offspring,0.5277,0.5,,
LRM,Parent-Offspring,0.5246,0.5,,
LRM,Parent-Offspring,0.4068,0.5,,
LRM,Parent-Offspring,0.5157,0.5,,
LRM,Parent-Offspring,0.5476,0.5,,
LRM,Parent-Offspring,0.4055,0.5,,
LRM,Parent-Offspring,0.2719,0.5,,
LRM,Parent-Offspring,0.7576,0.5,,
LRM,Parent-Offspring,0.4287,0.5,,
LRM,Parent-Offspring,0.4368,0.5,,
LRM,Parent-Offspring,0.366,0.5,,
LRM,Parent-Offspring,0.7717,0.5,,
LRM,Parent-Offspring,0.5357,0.5,,
LRM,Parent-Offspring,0.5438,0.5,,
LRM,Parent-Offspring,0.6485,0.5,,
LRM,Parent-Offspring,0.4624,0.5,,
LRM,Parent-Offspring,0.7257,0.5,,
LRM,Parent-Offspring,0.5659,0.5,,
LRM,Parent-Offspring,0.5804,0.5,,
LRM,Parent-Offspring,0.3412,0.5,,
LRM,Parent-Offspring,0.6248,0.5,,
LRM,Parent-Offspring,0.4355,0.5,,
LRM,Parent-Offspring,0.4902,0.5,,
LRM,Parent-Offspring,0.5302,0.5,,
LRM,Parent-Offspring,0.6306,0.5,,
LRM,Parent-Offspring,0.555,0.5,,
LRM,Parent-Offspring,0.2897,0.5,,
LRM,Parent-Offspring,0.5405,0.5,,
LRM,Parent-Offspring,0.4326,0.5,,
LRM,Parent-Offspring,0.6104,0.5,,
LRM,Parent-Offspring,0.5346,0.5,,
LRM,Parent-Offspring,0.2208,0.5,,
LRM,Parent-Offspring,0.511,0.5,,
LRM,Parent-Offspring,0.4502,0.5,,
LRM,Parent-Offspring,0.4654,0.5,,
LRM,Parent-Offspring,0.7125,0.5,,
LRM,Parent-Offspring,0.495,0.5,,
LRM,Parent-Offspring,0.5761,0.5,,
LRM,Parent-Offspring,0.5242,0.5,,
LRM,Parent-Offspring,0.6266,0.5,,
